division,compID,location,date,college,first_name,last_name,playerid,position,result,score
DI,1058,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Olivia,Lee,1193,5,1,"21-13, 21-13"
DI,1058,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Sjea,Anderson,1195,5,1,"21-13, 21-13"
DI,1058,"Santa Cruz, Ca",3/10/18,Portland,Kellie,Hughes,1318,5,0,"21-13, 21-13"
DI,1058,"Santa Cruz, Ca",3/10/18,Portland,McKenzie,Schwan,1315,5,0,"21-13, 21-13"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Sam,Manley,126,1,1,"21-15, 21-18"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Emily,Sonny,279,1,1,"21-15, 21-18"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Julia,Topor,1507,1,0,"21-15, 21-18"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Anna,Dalla Vecchia,1502,1,0,"21-15, 21-18"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Taylor,Nelson,276,2,1,"21-12, 21-9"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Adlee,Van Winden,278,2,1,"21-12, 21-9"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Carly,Lowry,410,2,0,"21-12, 21-9"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Haley,Howell,1503,2,0,"21-12, 21-9"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Raeann,Greisen,284,3,1,"21-12, 21-15"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Hannah,Hubbard,275,3,1,"21-12, 21-15"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Camille,Araujo,415,3,0,"21-12, 21-15"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Nora,Buvarp Lavik ,408,3,0,"21-12, 21-15"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Macy,Gordon,1191,4,1,"21-17, 21-11"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Heather,Pembroke,283,4,1,"21-17, 21-11"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Sabrina,Blackwell,1499,4,0,"21-17, 21-11"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Pi'ikea,Clemens,1501,4,0,"21-17, 21-11"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Brayden,Gruenewald,280,5,1,"21-8, 21-8"
DI,1059,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Dora,Beilin,779,5,1,"21-8, 21-8"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Trish,Koutsoukos,413,5,0,"21-8, 21-8"
DI,1059,"Santa Cruz, Ca",3/10/18,USF,Shannon,Levinson,407,5,0,"21-8, 21-8"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Sam,Manley,126,1,1,"21-13, 21-19"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Emily,Sonny,279,1,1,"21-13, 21-19"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Maycie,LaBass,314,1,0,"21-13, 21-19"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Andie,Shelton,306,1,0,"21-13, 21-19"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Adlee,Van Winden,278,2,1,"21-12, 21-13"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Taylor,Nelson,276,2,1,"21-12, 21-13"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Taylor,Poncetta,308,2,0,"21-12, 21-13"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Roni,Long,1313,2,0,"21-12, 21-13"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Hannah,Hubbard,275,3,1,"21-19, 19-21, 19-17"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Raeann,Greisen,284,3,1,"21-19, 19-21, 19-17"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Alex,Holt,313,3,0,"21-19, 19-21, 19-17"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Katrin,Gotterba,307,3,0,"21-19, 19-21, 19-17"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Jamie,Stivers,1226,4,1,"21-17, 19-21, 15-6"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Brayden,Gruenewald,280,4,1,"21-17, 19-21, 15-6"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Hanne,De Schrijver,1311,4,0,"21-17, 19-21, 15-6"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Ashlyn,Fleming,312,4,0,"21-17, 19-21, 15-6"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Heather,Pembroke,283,5,1,"21-15, 16-21, 15-12"
DI,1060,"Santa Cruz, Ca",3/10/18,Cal Poly SLO,Macy,Gordon,1191,5,1,"21-15, 16-21, 15-12"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Skylar,Wine,315,5,0,"21-15, 16-21, 15-12"
DI,1060,"Santa Cruz, Ca",3/10/18,Pacific,Kaitlyn,Lines,1312,5,0,"21-15, 16-21, 15-12"
DI,1061,"Stanford, Ca",3/10/18,ASU,Mia,Rivera,151,1,0,"21-18, 21-19"
DI,1061,"Stanford, Ca",3/10/18,ASU,Frances,Giedraitis,145,1,0,"21-18, 21-19"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Sunny,Villapando,1212,1,1,"21-18, 21-19"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Kathryn,Plummer,58,1,1,"21-18, 21-19"
DI,1061,"Stanford, Ca",3/10/18,ASU,Sydney,Palmer,146,2,0,"21-10, 21-13"
DI,1061,"Stanford, Ca",3/10/18,ASU,Sierra,Ellett,1200,2,0,"21-10, 21-13"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Amelia,Smith,1082,2,1,"21-10, 21-13"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Morgan,Hentz,53,2,1,"21-10, 21-13"
DI,1061,"Stanford, Ca",3/10/18,ASU,Natalie,Braun,769,3,0,"21-11, 21-15"
DI,1061,"Stanford, Ca",3/10/18,ASU,Katelyn,Carballo,143,3,0,"21-11, 21-15"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Courtney,Bowen,47,3,1,"21-11, 21-15"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Kate,Formico,1073,3,1,"21-11, 21-15"
DI,1061,"Stanford, Ca",3/10/18,ASU,Cierra,Flood,1203,4,1,"22-24, 25-23, 15-13"
DI,1061,"Stanford, Ca",3/10/18,ASU,Katie,Cross,150,4,1,"22-24, 25-23, 15-13"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Catherine,Raquel,59,4,0,"22-24, 25-23, 15-13"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Payton,Chang,48,4,0,"22-24, 25-23, 15-13"
DI,1061,"Stanford, Ca",3/10/18,ASU,Kate ,Baldwin,1199,5,1,"16-21, 21-17, 15-0 forfeit"
DI,1061,"Stanford, Ca",3/10/18,ASU,Samantha,Plaster,1207,5,1,"16-21, 21-17, 15-0 forfeit"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Caitlin,Keefe,55,5,0,"16-21, 21-17, 15-0 forfeit"
DI,1061,"Stanford, Ca",3/10/18,Stanford,Kat,Anderson,46,5,0,"16-21, 21-17, 15-0 forfeit"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Kristey,Markle,221,1,1,"19-21, 21-12, 15-11"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Nickeisha,Williams,226,1,1,"19-21, 21-12, 15-11"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Haley,Howell,1503,1,0,"19-21, 21-12, 15-11"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Carly,Lowry,410,1,0,"19-21, 21-12, 15-11"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Katie,Sato,223,2,1,"21-16, 21-18"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Aeryn,Owens,222,2,1,"21-16, 21-18"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Julia,Topor,1507,2,0,"21-16, 21-18"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Anna,Dalla Vecchia,1502,2,0,"21-16, 21-18"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Autumn ,Russell,228,3,1,"21-18, 21-13"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Lauren,McMurray,1229,3,1,"21-18, 21-13"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Nora,Buvarp Lavik ,408,3,0,"21-18, 21-13"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Camille,Araujo,415,3,0,"21-18, 21-13"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Daniella,Molinari,908,4,1,"21-14, 21-17"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Erin,Indermill,227,4,1,"21-14, 21-17"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Erica,Ronda,1506,4,0,"21-14, 21-17"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Pi'ikea,Clemens,1501,4,0,"21-14, 21-17"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Lauren,Conati,1230,5,1,"21-7, 21-11"
DI,1062,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Nicolette ,Pinkney,225,5,1,"21-7, 21-11"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Shannon,Levinson,407,5,0,"21-7, 21-11"
DI,1062,"Santa Cruz, Ca",3/10/18,USF,Trish,Koutsoukos,413,5,0,"21-7, 21-11"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Mikaela,Nocetti,1232,1,0,"21-18, 21-16"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Sarah,Davis,628,1,0,"21-18, 21-16"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Anna,Dalla Vecchia,1502,1,1,"21-18, 21-16"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Julia,Topor,1507,1,1,"21-18, 21-16"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Kennedy,Kurtz,627,2,0,"21-17, 31-29"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Lana,Brown,625,2,0,"21-17, 31-29"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Haley,Howell,1503,2,1,"21-17, 31-29"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Carly,Lowry,410,2,1,"21-17, 31-29"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Skyler,Takeda,623,3,0,"21-12, 21-19"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Brie,Gathright,626,3,0,"21-12, 21-19"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Camille,Araujo,415,3,1,"21-12, 21-19"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Nora,Buvarp Lavik ,408,3,1,"21-12, 21-19"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Sarah,Falk,1236,4,0,"21-19, 21-12"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Hannah,Meadows,782,4,0,"21-19, 21-12"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Sabrina,Blackwell,1499,4,1,"21-19, 21-12"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Erica,Ronda,1506,4,1,"21-19, 21-12"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Cianna,Andrews,1231,5,1,"21-19, 21-19"
DI,1063,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Brigitte,Murdock,620,5,1,"21-19, 21-19"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Trish,Koutsoukos,413,5,0,"21-19, 21-19"
DI,1063,"Santa Cruz, Ca",3/10/18,USF,Shannon,Levinson,407,5,0,"21-19, 21-19"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Mackenzie,Swan,473,1,1,"21-18, 17-21, 15-10"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Savannah,Siegrist,1270,1,1,"21-18, 17-21, 15-10"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Courtney,Miller,490,1,0,"21-18, 17-21, 15-10"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Carina,Hoff,1021,1,0,"21-18, 17-21, 15-10"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Cristina,Finan,477,2,0,"22-20, 18-21, 15-13"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Morgan,Dees,474,2,0,"22-20, 18-21, 15-13"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Chaney,Howard,489,2,1,"22-20, 18-21, 15-13"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Taryn,Griffey,482,2,1,"22-20, 18-21, 15-13"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Katie,Krawczyk,470,3,0,"22-20, 21-19"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Shelby,Babowicz,475,3,0,"22-20, 21-19"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Casey,Justice,1025,3,1,"22-20, 21-19"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Carolyn,Cain,1022,3,1,"22-20, 21-19"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Lauren,Petersen,1267,4,0,"21-13,21-17"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Shaylee,Befus,1263,4,0,"21-13,21-17"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Brittany,Pase,480,4,1,"21-13,21-17"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Callie,Workman,1029,4,1,"21-13,21-17"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Hannah,Marchand,1264,5,0,"21-13, 21-13"
DI,1064,"Columbia, S.C.",3/10/18,Jacksonville,Tori,Reiser,471,5,0,"21-13, 21-13"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Madilyn,McCarty,1026,5,1,"21-13, 21-13"
DI,1064,"Columbia, S.C.",3/10/18,UNF,Nicole,DeBolt,483,5,1,"21-13, 21-13"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Sabryn,Roberts,260,1,0,"21-13, 21-14"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Janell,Walley,263,1,0,"21-13, 21-14"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Kathryn,Plummer,58,1,1,"21-13, 21-14"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Sunny,Villapando,1212,1,1,"21-13, 21-14"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Brindl,Langley,1225,2,0,"21-12, 21-11"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Jaymee-Lee,Bulda,256,2,0,"21-12, 21-11"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Morgan,Hentz,53,2,1,"21-12, 21-11"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Amelia,Smith,1082,2,1,"21-12, 21-11"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Kiley,Lewis,1223,3,0,"21-18, 21-5"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Jensen,Allen,255,3,0,"21-18, 21-5"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Kate,Formico,1073,3,1,"21-18, 21-5"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Courtney,Bowen,47,3,1,"21-18, 21-5"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Kenna,Hanses,885,4,0,"21-8, 21-16"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Kylee,Johnson,1220,4,0,"21-8, 21-16"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Payton,Chang,48,4,1,"21-8, 21-16"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Catherine,Raquel,59,4,1,"21-8, 21-16"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Drew,Hanneman,1219,5,0,"21-9, 21-10"
DI,1065,"Stanford, Ca",3/10/18,Boise State,Cassedi,Simon,261,5,0,"21-9, 21-10"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Caitlin,Keefe,55,5,1,"21-9, 21-10"
DI,1065,"Stanford, Ca",3/10/18,Stanford,Kat,Anderson,46,5,1,"21-9, 21-10"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Sarah,Davis,628,1,0,"21-16, 18-21, 15-13"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Mikaela,Nocetti,1232,1,0,"21-16, 18-21, 15-13"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Tani,Stephens ,273,1,1,"21-16, 18-21, 15-13"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Cali,Thompson,268,1,1,"21-16, 18-21, 15-13"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Kennedy,Kurtz,627,2,0,"21-7, 21-13"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Brie,Gathright,626,2,0,"21-7, 21-13"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Morgan,Robinson,266,2,1,"21-7, 21-13"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Katie,Barker,269,2,1,"21-7, 21-13"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Lana,Brown,625,3,1,"19-21, 21-14, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Skyler,Takeda,623,3,1,"19-21, 21-14, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Lauren,Naatz,274,3,0,"19-21, 21-14, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Sarah,Savoca,271,3,0,"19-21, 21-14, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Hannah,Meadows,782,4,0,"18-21, 21-15, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Sarah,Falk,1236,4,0,"18-21, 21-15, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Kassidy,Naone,1319,4,1,"18-21, 21-15, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Carey,Williams,1320,4,1,"18-21, 21-15, 15-11"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Cianna,Andrews,1231,5,1,"21-15, 21-16"
DI,1066,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Brigitte,Murdock,620,5,1,"21-15, 21-16"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,McKenzie,Schwan,1315,5,0,"21-15, 21-16"
DI,1066,"Santa Cruz, Ca",3/10/18,Portland,Kellie,Hughes,1318,5,0,"21-15, 21-16"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Mikaela,Nocetti,1232,1,0,"21-14, 22-20"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Sarah,Davis,628,1,0,"21-14, 22-20"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Maycie,LaBass,314,1,1,"21-14, 22-20"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Andie,Shelton,306,1,1,"21-14, 22-20"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Brie,Gathright,626,2,0,"21-16, 21-17"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Kennedy,Kurtz,627,2,0,"21-16, 21-17"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Taylor,Poncetta,308,2,1,"21-16, 21-17"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Roni,Long,1313,2,1,"21-16, 21-17"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Lana,Brown,625,3,0,"21-9, 19-21, 15-11"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Skyler,Takeda,623,3,0,"21-9, 19-21, 15-11"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Alex,Holt,313,3,1,"21-9, 19-21, 15-11"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Katrin,Gotterba,307,3,1,"21-9, 19-21, 15-11"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Hannah,Meadows,782,4,0,"21-13, 21-13"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Sarah,Falk,1236,4,0,"21-13, 21-13"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Hanne,De Schrijver,1311,4,1,"21-13, 21-13"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Ashlyn,Fleming,312,4,1,"21-13, 21-13"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Cianna,Andrews,1231,5,0,"21-16, 21-16"
DI,1067,"Santa Cruz, Ca",3/10/18,"Cal State University, Sacramento",Brigitte,Murdock,620,5,0,"21-16, 21-16"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Skylar,Wine,315,5,1,"21-16, 21-16"
DI,1067,"Santa Cruz, Ca",3/10/18,Pacific,Kaitlyn,Lines,1312,5,1,"21-16, 21-16"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Katie,Sato,223,1,1,"23-21, 12-21, 15-11"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Aeryn,Owens,222,1,1,"23-21, 12-21, 15-11"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Tani,Stephens ,273,1,0,"23-21, 12-21, 15-11"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Cali,Thompson,268,1,0,"23-21, 12-21, 15-11"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Kristey,Markle,221,2,1,"14-21, 24-22, 17-15"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Nickeisha,Williams,226,2,1,"14-21, 24-22, 17-15"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Morgan,Robinson,266,2,0,"14-21, 24-22, 17-15"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Katie,Barker,269,2,0,"14-21, 24-22, 17-15"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Autumn ,Russell,228,3,1,"21-17, 17-21, 15-9"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Lauren,McMurray,1229,3,1,"21-17, 17-21, 15-9"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Lauren,Naatz,274,3,0,"21-17, 17-21, 15-9"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Sarah,Savoca,271,3,0,"21-17, 17-21, 15-9"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Daniella,Molinari,908,4,1,"21-19, 21-13"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Erin,Indermill,227,4,1,"21-19, 21-13"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Carey,Williams,1320,4,0,"21-19, 21-13"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Kassidy,Naone,1319,4,0,"21-19, 21-13"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Nicolette ,Pinkney,225,5,1,"21-13, 21-11"
DI,1068,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Lauren,Conati,1230,5,1,"21-13, 21-11"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,McKenzie,Schwan,1315,5,0,"21-13, 21-11"
DI,1068,"Santa Cruz, Ca",3/10/18,Portland,Kellie,Hughes,1318,5,0,"21-13, 21-11"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Katie,Sato,223,1,1,"15-21, 21-14, 15-10"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Aeryn,Owens,222,1,1,"15-21, 21-14, 15-10"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Maycie,LaBass,314,1,0,"15-21, 21-14, 15-10"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Andie,Shelton,306,1,0,"15-21, 21-14, 15-10"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Nickeisha,Williams,226,2,1,"21-19, 21-15"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Kristey,Markle,221,2,1,"21-19, 21-15"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Taylor,Poncetta,308,2,0,"21-19, 21-15"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Roni,Long,1313,2,0,"21-19, 21-15"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Autumn ,Russell,228,3,0,"21-13, 21-17"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Lauren,McMurray,1229,3,0,"21-13, 21-17"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Alex,Holt,313,3,1,"21-13, 21-17"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Katrin,Gotterba,307,3,1,"21-13, 21-17"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Daniella,Molinari,908,4,1,"22-20, 21-18"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Erin,Indermill,227,4,1,"22-20, 21-18"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Hanne,De Schrijver,1311,4,0,"22-20, 21-18"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Ashlyn,Fleming,312,4,0,"22-20, 21-18"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Nicolette ,Pinkney,225,5,1,"21-18, 21-15"
DI,1069,"Santa Cruz, Ca",3/10/18,Cal State Northridge,Lauren,Conati,1230,5,1,"21-18, 21-15"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Skylar,Wine,315,5,0,"21-18, 21-15"
DI,1069,"Santa Cruz, Ca",3/10/18,Pacific,Kaitlyn,Lines,1312,5,0,"21-18, 21-15"
DI,1070,"Stanford, Ca",3/10/18,Cal,Mima,Mirkovic,1085,1,1,"21-15, 21-15"
DI,1070,"Stanford, Ca",3/10/18,Cal,Alexia,Inman,1087,1,1,"21-15, 21-15"
DI,1070,"Stanford, Ca",3/10/18,San Jose State University,Lyndi,Scholl,427,1,0,"21-15, 21-15"
DI,1070,"Stanford, Ca",3/10/18,San Jose State University,Nandyala,Gama,420,1,0,"21-15, 21-15"
DI,1070,"Stanford, Ca",3/10/18,Cal,Jessica,Gaffney,86,2,1,"21-15, 21-16"
DI,1070,"Stanford, Ca",3/10/18,Cal,Iya,Lindahl,79,2,1,"21-15, 21-16"
DI,1070,"Stanford, Ca",3/10/18,San Jose State University,Hayley,Sturgeon,1967,2,0,"21-15, 21-16"
DI,1070,"Stanford, Ca",3/10/18,San Jose State University,Luiza,Andrade,417,2,0,"21-15, 21-16"
DI,1070,"Stanford, Ca",3/10/18,Cal,Bryce,Bark,80,3,1,"21-10, 21-17"
DI,1070,"Stanford, Ca",3/10/18,Cal,Madison,Dueck,807,3,1,"21-10, 21-17"
